id,mean_acc_[ARSLVQ],current_acc_[ARSLVQ],mean_acc_[MEB$_5$],current_acc_[MEB$_5$],mean_acc_[MEB$_{50}$],current_acc_[MEB$_{50}$],mean_acc_[MEB$_{100}$],current_acc_[MEB$_{100}$],mean_acc_[MEB$_{300}$],current_acc_[MEB$_{300}$],model_size_[ARSLVQ],model_size_[MEB$_5$],model_size_[MEB$_{50}$],model_size_[MEB$_{100}$],model_size_[MEB$_{300}$]
25390,0.840833,0.905000,0.751548,0.735000,0.856190,0.870000,0.790317,0.845000,0.775040,0.835000,8.858398,22.403320,47.333008,49.243164,63.563477
25590,0.841654,0.945000,0.751693,0.770000,0.856339,0.875000,0.791181,0.900000,0.775394,0.820000,8.858398,21.864258,47.415039,47.122070,59.102539
25790,0.842109,0.900000,0.750469,0.595000,0.856641,0.895000,0.791992,0.895000,0.775156,0.745000,8.858398,21.301758,52.813477,48.692383,60.586914
25990,0.842558,0.900000,0.749767,0.660000,0.856744,0.870000,0.792558,0.865000,0.774767,0.725000,8.858398,18.778320,41.895508,57.704102,63.219727
26190,0.843038,0.905000,0.750269,0.815000,0.857000,0.890000,0.793462,0.910000,0.774923,0.795000,8.858398,23.024414,42.329102,51.680664,62.653320
26390,0.843740,0.935000,0.750344,0.760000,0.857252,0.890000,0.794237,0.895000,0.775344,0.830000,8.858398,23.309570,43.762695,55.235352,60.668945
26590,0.844129,0.895000,0.750265,0.740000,0.857311,0.865000,0.794697,0.855000,0.775492,0.795000,8.858398,21.657227,40.313477,51.606445,63.583008
26790,0.844549,0.900000,0.750301,0.755000,0.856842,0.795000,0.795226,0.865000,0.774962,0.705000,8.858398,16.575195,46.516602,47.723633,65.524414
26990,0.845000,0.905000,0.750075,0.720000,0.856754,0.845000,0.795933,0.890000,0.774925,0.770000,8.858398,18.961914,49.149414,41.266602,65.110352
27190,0.845667,0.935000,0.750259,0.775000,0.856741,0.855000,0.796519,0.875000,0.774556,0.725000,8.858398,25.149414,42.875977,36.200195,56.317383
27390,0.846103,0.905000,0.750221,0.745000,0.856765,0.860000,0.797022,0.865000,0.774596,0.780000,8.858398,19.176758,44.879883,42.180664,58.141602
27590,0.846679,0.925000,0.750657,0.810000,0.856752,0.855000,0.797336,0.840000,0.774635,0.780000,8.858398,20.543945,52.590820,52.290039,63.532227
27790,0.847246,0.925000,0.750290,0.700000,0.857029,0.895000,0.798007,0.890000,0.774384,0.740000,8.858398,21.329102,36.372070,49.758789,53.153320
27990,0.848129,0.970000,0.751007,0.850000,0.857626,0.940000,0.798705,0.895000,0.773741,0.685000,8.858398,22.024414,40.750977,48.723633,58.661133
28190,0.848786,0.940000,0.751286,0.790000,0.857964,0.905000,0.799357,0.890000,0.773821,0.785000,8.858398,20.106445,44.711914,61.215820,52.895508
28390,0.849043,0.885000,0.751489,0.780000,0.857837,0.840000,0.799787,0.860000,0.773652,0.750000,8.858398,21.821289,34.684570,58.215820,58.606445
28590,0.849331,0.890000,0.751620,0.770000,0.858099,0.895000,0.800352,0.880000,0.773944,0.815000,8.858398,16.973633,40.864258,52.622070,58.680664
28790,0.849965,0.940000,0.751399,0.720000,0.858357,0.895000,0.800979,0.890000,0.774231,0.815000,8.858398,20.766602,38.321289,56.008789,62.106445
28990,0.850556,0.935000,0.751285,0.735000,0.858437,0.870000,0.801354,0.855000,0.774444,0.805000,8.858398,25.348633,34.204102,48.602539,62.512695
29190,0.851000,0.915000,0.751483,0.780000,0.858655,0.890000,0.801552,0.830000,0.774103,0.725000,8.858398,19.731445,41.688477,52.493164,62.047852
29390,0.851575,0.935000,0.751712,0.785000,0.858973,0.905000,0.802260,0.905000,0.773801,0.730000,8.858398,21.567383,43.750977,49.481445,58.204102
29590,0.852109,0.930000,0.751701,0.750000,0.859014,0.865000,0.802687,0.865000,0.773299,0.700000,8.858398,22.165039,42.325195,48.168945,54.704102
29790,0.852703,0.940000,0.751824,0.770000,0.859257,0.895000,0.803378,0.905000,0.773041,0.735000,8.858398,25.473633,42.266602,52.055664,62.696289
29990,0.852987,0.895000,0.751879,0.760000,0.858893,0.805000,0.803725,0.855000,0.772819,0.740000,8.858398,26.188477,44.489258,36.676758,70.543945
30190,0.853333,0.905000,0.751933,0.760000,0.858567,0.810000,0.803467,0.765000,0.772633,0.745000,8.858398,22.684570,56.524414,53.809570,68.055664
30390,0.853775,0.920000,0.751821,0.735000,0.858477,0.845000,0.804238,0.920000,0.772815,0.800000,8.858398,22.629883,56.426758,47.110352,69.016602
30590,0.854243,0.925000,0.752368,0.835000,0.858487,0.860000,0.805033,0.925000,0.772961,0.795000,8.858398,19.731445,56.583008,55.149414,66.559570
30790,0.854837,0.945000,0.752516,0.775000,0.858497,0.860000,0.805850,0.930000,0.773235,0.815000,8.858398,19.790039,38.504883,49.680664,64.563477
30990,0.855325,0.930000,0.752987,0.825000,0.858734,0.895000,0.806591,0.920000,0.773344,0.790000,8.858398,17.797852,48.540039,51.602539,59.122070
31190,0.855742,0.920000,0.752871,0.735000,0.858871,0.880000,0.807226,0.905000,0.773065,0.730000,8.858398,18.770508,50.993164,55.114258,60.258789
31390,0.856154,0.920000,0.752596,0.710000,0.858846,0.855000,0.807660,0.875000,0.772724,0.720000,8.858398,16.782227,44.930664,45.559570,61.551758
31590,0.856688,0.940000,0.752548,0.745000,0.859045,0.890000,0.808057,0.870000,0.772930,0.805000,8.858398,22.637695,49.395508,44.106445,63.118164
31790,0.857215,0.940000,0.752722,0.780000,0.858829,0.825000,0.808449,0.870000,0.773101,0.800000,8.858398,18.883789,42.485352,52.090820,65.141602
31990,0.857610,0.920000,0.752170,0.665000,0.858742,0.845000,0.808711,0.850000,0.773145,0.780000,8.858398,17.555664,47.403320,46.747070,63.614258
32190,0.857906,0.905000,0.752188,0.755000,0.858844,0.875000,0.809250,0.895000,0.773031,0.755000,8.858398,22.036133,51.313477,48.286133,65.442383
